Tipo Proyecto,Categoria Proyecto,Fase del Proyecto,Presupuesto del Proyecto,Presupuesto Final Estimado,Desviación Presupuestaria,Duración Proyectada,Gasto a la Fecha Estimado,Probabilidad,Impacto,Cantidad Real Gastada
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Scope,496,496.0,0.0,92.0,8925.96,2.8899999999999997,3.2891666666666666,496.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Scope,229,229.0,0.0,91.0,8925.96,2.8899999999999997,3.2891666666666666,229.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,211895,145873.0,-31.17,177.0,143844.32,3.1083333333333334,3.4391666666666665,145841.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,84000,68527.0,-82.99,124.0,12471.94,3.018,3.618333333333333,14287.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,59160,55023.0,-6.99,123.0,46111.68,2.9647712418300647,3.3494444444444444,55023.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,90000,60930.0,-41.6,125.0,47323.46,2.997882352941176,3.5455555555555556,52561.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,12790,17110.0,33.78,139.0,10957.09,2.8899999999999997,3.2891666666666666,17110.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,63950,80662.0,26.06,156.0,50867.97,2.997882352941176,3.5455555555555556,80614.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,50050,44825.0,-10.44,150.0,42171.39,2.9647712418300647,3.3494444444444444,44825.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,234927,231062.0,-22.62,185.0,187512.46,3.1579999999999995,3.7333333333333334,181775.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,40883,24498.0,-40.08,151.0,22775.12,2.9647712418300647,3.3494444444444444,24498.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,199691,209857.0,-39.84,150.0,126365.09,3.0912156862745097,3.6222222222222222,120144.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,48840,25752.0,-47.27,158.0,26336.73,2.968333333333333,3.3241666666666667,25752.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,195360,281516.0,44.1,153.0,175496.35,2.997882352941176,3.5455555555555556,281516.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,52434,68933.0,29.31,154.0,44702.05,3.018,3.618333333333333,67801.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,18284,6224.0,-65.96,177.0,5482.51,2.9396666666666667,3.583333333333333,6224.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,5365,1962.0,-63.43,119.0,4852.39,2.8899999999999997,3.2891666666666666,1962.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,24144,7851.0,-67.48,177.0,7065.14,2.9396666666666667,3.583333333333333,7851.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,30980,99039.0,75.14,140.0,31557.32,2.968333333333333,3.3241666666666667,54259.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,154902,153482.0,-30.54,159.0,109167.75,3.018,3.618333333333333,107601.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,5690,2202.0,-61.3,126.0,5845.59,2.8899999999999997,3.2891666666666666,2202.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,25603,8811.0,-65.59,181.0,7855.67,3.018,3.618333333333333,8811.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,4062,1226.0,-69.82,120.0,2430.24,2.8899999999999997,3.2891666666666666,1226.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,18281,4908.0,-73.15,179.0,4367.24,2.9396666666666667,3.583333333333333,4908.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,17660,4329.0,-75.49,179.0,3976.66,2.9396666666666667,3.583333333333333,4329.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,37670,29394.0,-21.97,139.0,25601.65,2.968333333333333,3.3241666666666667,29394.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,188350,116837.0,-46.14,153.0,101964.55,3.018,3.618333333333333,101446.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,5170,1398.0,-72.96,126.0,2242.42,2.8899999999999997,3.2891666666666666,1398.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,23267,5591.0,-75.97,181.0,5026.19,2.9396666666666667,3.583333333333333,5591.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,23248,5696.0,-75.5,182.0,5251.75,2.9396666666666667,3.583333333333333,5696.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,257257,313904.0,18.22,177.0,251068.09,3.1083333333333334,3.4391666666666665,304123.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,141640,213461.0,36.3,154.0,130903.52,2.997882352941176,3.5455555555555556,193056.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,19776,18521.0,-6.35,180.0,14633.15,2.9396666666666667,3.583333333333333,18521.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,154000,157200.0,2.08,209.0,128296.9,2.9647712418300647,3.3494444444444444,157200.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,12668,25452.0,97.83,141.0,11943.24,2.8899999999999997,3.2891666666666666,25061.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,57008,39295.0,-35.9,156.0,34820.51,3.018,3.618333333333333,36540.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,34375,19894.0,-42.13,177.0,19708.4,3.018,3.618333333333333,19894.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,104244,170619.0,63.67,143.0,105035.88,2.968333333333333,3.3241666666666667,170619.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,521220,489955.0,-24.19,167.0,386414.12,3.1278823529411763,3.664444444444445,395148.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,18697,5719.0,-69.41,180.0,4486.92,2.9396666666666667,3.583333333333333,5719.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,54000,146024.0,170.41,138.0,91597.81,2.968333333333333,3.3241666666666667,146024.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,270000,276921.0,0.41,155.0,228057.92,3.1579999999999995,3.7333333333333334,271106.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,69582,92418.0,22.24,135.0,59525.71,2.968333333333333,3.3241666666666667,85060.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,347914,198282.0,-70.65,170.0,160852.38,3.0912156862745097,3.6222222222222222,102106.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,11700,19375.0,65.6,122.0,10826.89,2.8899999999999997,3.2891666666666666,19375.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,52650,84361.0,29.74,152.0,45537.65,3.018,3.618333333333333,68306.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,57000,89411.0,16.62,78.0,44238.47,2.997882352941176,3.5455555555555556,66471.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,140809,214285.0,27.84,179.0,129478.75,2.968333333333333,3.3241666666666667,180017.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,702158,474528.0,-32.42,258.0,429373.08,3.213,3.796666666666667,474528.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,22464,5626.0,-74.96,180.0,5177.38,2.9396666666666667,3.583333333333333,5626.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,19122,4859.0,-74.59,180.0,4222.32,2.9396666666666667,3.583333333333333,4859.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,84019,104874.0,24.82,121.0,71377.24,2.968333333333333,3.3241666666666667,104874.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,380332,278763.0,-26.71,83.0,255574.22,3.0912156862745097,3.6222222222222222,278763.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,128939,108064.0,-16.19,135.0,102576.64,2.9647712418300647,3.3494444444444444,108064.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,635011,395830.0,-37.67,156.0,372174.05,3.213,3.796666666666667,395830.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,5074,1371.0,-72.98,126.0,2238.48,2.8899999999999997,3.2891666666666666,1371.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,22833,5485.0,-75.98,181.0,5026.19,2.9396666666666667,3.583333333333333,5485.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,60000,71996.0,-0.92,128.0,46270.44,3.018,3.618333333333333,59451.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,23326,17831.0,-49.67,181.0,11348.75,2.9396666666666667,3.583333333333333,11739.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,670392,389157.0,-46.35,181.0,350221.4,3.163333333333333,3.5025,359636.0
Proyecto de Mejoramiento General (CIP),Transformaciones internas,Scope,16893,338976.0,31.52,223.0,204235.39,2.8899999999999997,3.2891666666666666,22217.0
Proyecto de Mejoramiento General (CIP),Transformaciones internas,Design,83405,117015.0,-12.49,136.0,80675.46,3.018,3.618333333333333,72988.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,549000,703978.0,27.62,211.0,478217.81,3.163333333333333,3.5025,700626.0
Proyecto de Mejoramiento General (CIP),Otro,Design,96262,86865.0,-88.93,127.0,13650.17,2.997882352941176,3.5455555555555556,10658.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,282728,351779.0,24.14,180.0,307533.9,3.1083333333333334,3.4391666666666665,350973.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,15100,21756.0,44.08,122.0,11644.58,2.8899999999999997,3.2891666666666666,21756.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,75500,81902.0,-5.44,153.0,61771.83,3.018,3.618333333333333,71393.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,48184,44140.0,-8.39,141.0,36739.66,2.968333333333333,3.3241666666666667,44140.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,183794,135312.0,-26.43,153.0,126549.58,3.018,3.618333333333333,135226.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,53682,69479.0,29.42,94.0,43956.59,2.9647712418300647,3.3494444444444444,69477.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,250136,531157.0,-31.39,189.0,312937.09,3.0912156862745097,3.6222222222222222,171626.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,16638,12866.0,-22.67,178.0,11582.36,2.9396666666666667,3.583333333333333,12866.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,12644,25329.0,38.84,91.0,11682.26,2.8899999999999997,3.2891666666666666,17555.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,85416,169187.0,91.79,140.0,102087.62,3.018,3.618333333333333,163817.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,111330,100483.0,-9.74,154.0,90236.58,2.968333333333333,3.3241666666666667,100483.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,445320,464738.0,3.34,152.0,376659.22,3.1579999999999995,3.7333333333333334,460208.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,218830,250669.0,13.78,177.0,191951.38,3.1083333333333334,3.4391666666666665,248988.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,2934,2040.0,-30.47,122.0,6717.48,2.8899999999999997,3.2891666666666666,2040.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,13205,8158.0,-38.22,179.0,7778.99,2.9396666666666667,3.583333333333333,8158.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,48384,56685.0,-5.19,137.0,37194.48,3.018,3.618333333333333,45874.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,75000,34883.0,-96.88,154.0,2072.98,3.018,3.618333333333333,2337.0
Proyecto de Mejoramiento General (CIP),Otro,Design,363300,181747.0,-51.09,160.0,169807.07,3.0912156862745097,3.6222222222222222,177680.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,19929,13481.0,-32.35,180.0,12056.52,2.9396666666666667,3.583333333333333,13481.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,105581,165197.0,54.81,136.0,101373.45,2.9647712418300647,3.3494444444444444,163449.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,521856,418412.0,-26.3,153.0,376614.02,3.213,3.796666666666667,384584.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,48516,65151.0,32.16,137.0,40998.03,2.968333333333333,3.3241666666666667,64117.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,222536,126267.0,-46.12,156.0,109112.71,3.0912156862745097,3.6222222222222222,119901.0
Mejoras Asociadas a Programas Académicos (RESOA),Control climático,Design,30000,5476.0,-81.75,156.0,4635.79,3.018,3.618333333333333,5476.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,67750,95933.0,41.52,120.0,58715.6,2.9647712418300647,3.3494444444444444,95883.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,338750,354035.0,-5.81,151.0,315114.92,3.0912156862745097,3.6222222222222222,319053.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,3769,6321.0,67.71,125.0,9053.53,2.8899999999999997,3.2891666666666666,6321.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,16961,25284.0,49.07,181.0,14148.0,2.9396666666666667,3.583333333333333,25284.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,204217,260162.0,15.14,182.0,187747.56,3.1083333333333334,3.4391666666666665,235144.0
Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Design,115630,146980.0,15.42,158.0,99551.46,3.018,3.618333333333333,133464.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,61398,123584.0,101.28,139.0,78886.66,2.9647712418300647,3.3494444444444444,123584.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,297421,322620.0,4.67,153.0,260620.71,3.1579999999999995,3.7333333333333334,311323.0
Proyecto de Mejoramiento General (CIP),Transporte / movilidad,Design,114871,60544.0,-71.87,121.0,33219.48,3.018,3.618333333333333,32308.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,11687,29243.0,150.22,180.0,12780.76,2.945660130718954,3.522222222222222,29243.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,15170,40306.0,165.7,182.0,15612.7,2.9396666666666667,3.583333333333333,40306.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,119212,111733.0,-6.27,135.0,98867.51,2.9647712418300647,3.3494444444444444,111733.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,476847,506066.0,-2.01,156.0,421971.05,3.213,3.796666666666667,467258.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,18216,17588.0,-86.87,124.0,2354.82,2.8899999999999997,3.2891666666666666,2392.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,85010,57160.0,-88.74,139.0,9594.68,3.018,3.618333333333333,9568.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,113900,199923.0,57.77,152.0,113118.2,2.997882352941176,3.5455555555555556,179697.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,22834,29001.0,26.58,90.0,14961.43,2.8899999999999997,3.2891666666666666,28903.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,19003,2519.0,-86.74,181.0,2618.54,2.9396666666666667,3.583333333333333,2519.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,8724,13816.0,58.37,120.0,9565.34,2.8899999999999997,3.2891666666666666,13816.0
Proyecto de Mejoramiento General (CIP),Otro,Design,31989,97809.0,124.42,104.0,30197.95,2.997882352941176,3.5455555555555556,71791.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,60000,54630.0,-29.78,137.0,36278.23,3.018,3.618333333333333,42135.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,66000,91198.0,-68.13,153.0,19633.8,3.018,3.618333333333333,21036.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,30000,35395.0,-71.77,154.0,7628.82,2.997882352941176,3.5455555555555556,8468.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,102004,94780.0,-7.95,150.0,83895.45,2.968333333333333,3.3241666666666667,93891.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,501798,650002.0,-29.89,155.0,402647.58,3.213,3.796666666666667,351794.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,30000,34519.0,8.75,140.0,25577.77,3.018,3.618333333333333,32626.0
Proyecto de Mejoramiento General (CIP),Otro,Design,203037,87519.0,-65.26,108.0,59238.24,3.0912156862745097,3.6222222222222222,70531.0
Expansión de Capacidad Escolar,Otro,Design,29708,1135.0,-96.18,34.0,1343.71,3.018,3.618333333333333,1135.0
Mejoras en Sedes Arrendadas,Infraestructura escolar,Scope,235540,284437.0,20.76,195.0,208418.17,3.1083333333333334,3.4391666666666665,284437.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,54000,46070.0,-14.69,137.0,41946.86,2.9647712418300647,3.3494444444444444,46070.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,270000,247422.0,-8.36,153.0,223252.31,3.0912156862745097,3.6222222222222222,247422.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,30510,61315.0,100.97,90.0,26665.92,2.9647712418300647,3.3494444444444444,61315.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,152550,273584.0,77.71,183.0,143693.6,2.997882352941176,3.5455555555555556,271097.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,8314,2293.0,-72.42,62.0,2510.69,2.8899999999999997,3.2891666666666666,2293.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,185400,293166.0,55.14,145.0,171761.47,3.018,3.618333333333333,287635.0
Proyecto de Mejoramiento General (CIP),COVID / Salud,Scope,10712,22492.0,109.97,93.0,10928.17,2.8899999999999997,3.2891666666666666,22492.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,296709,316715.0,5.46,139.0,263028.81,3.0581045751633984,3.4261111111111107,312909.0
Adecuaciones para Educación Preescolar (Pre-K),Otro,Scope,142794,67386.0,-52.81,104.0,68817.31,2.968333333333333,3.3241666666666667,67386.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,24271,32690.0,-1.98,136.0,21471.94,2.8899999999999997,3.2891666666666666,23790.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,59301,59977.0,-1.49,141.0,45196.92,3.018,3.618333333333333,58416.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,572050,334896.0,-41.46,154.0,277009.94,3.213,3.796666666666667,334896.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,24210,5941.0,-75.46,182.0,5510.13,2.9396666666666667,3.583333333333333,5941.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,20228,10171.0,-49.72,177.0,10339.8,2.9396666666666667,3.583333333333333,10171.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,125407,120818.0,-3.66,150.0,103291.26,2.968333333333333,3.3241666666666667,120818.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,609827,437473.0,-28.26,154.0,415179.79,3.213,3.796666666666667,437473.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,27996,65259.0,-21.05,138.0,23994.42,2.968333333333333,3.3241666666666667,22104.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,196467,103816.0,-50.78,92.0,95255.14,3.0912156862745097,3.6222222222222222,96698.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,198872,272439.0,36.99,180.0,176449.63,3.1083333333333334,3.4391666666666665,272439.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,127710,137712.0,3.45,136.0,107979.78,2.9647712418300647,3.3494444444444444,132120.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,18540,10914.0,-41.13,177.0,10460.17,2.9396666666666667,3.583333333333333,10914.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,211376,379580.0,77.55,186.0,314192.6,3.1083333333333334,3.4391666666666665,375299.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,39980,52579.0,31.51,122.0,29886.13,2.9647712418300647,3.3494444444444444,52579.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,199900,199966.0,-30.48,149.0,144639.42,3.0912156862745097,3.6222222222222222,138973.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,18000,10077.0,-44.02,179.0,10174.52,2.9396666666666667,3.583333333333333,10077.0
Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,Design,14657,3638.0,-75.18,181.0,3100.3,2.9396666666666667,3.583333333333333,3638.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,19170,5052.0,-73.65,182.0,4324.81,2.9396666666666667,3.583333333333333,5052.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,11980,31424.0,162.3,179.0,13586.6,2.8899999999999997,3.2891666666666666,31424.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,59900,125691.0,109.83,185.0,80713.62,3.018,3.618333333333333,125691.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,44224,35644.0,-19.4,124.0,32133.18,2.9647712418300647,3.3494444444444444,35644.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,221120,125181.0,-49.37,153.0,101976.36,3.1579999999999995,3.7333333333333334,111956.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,69210,63370.0,-8.44,120.0,57090.42,2.9647712418300647,3.3494444444444444,63370.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,346050,323682.0,-26.74,186.0,264862.8,3.0912156862745097,3.6222222222222222,253530.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,38000,54826.0,44.28,120.0,28561.07,2.968333333333333,3.3241666666666667,54826.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,190000,104229.0,-50.47,154.0,94888.45,3.018,3.618333333333333,94101.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,48200,130163.0,170.05,119.0,88982.38,2.9647712418300647,3.3494444444444444,130163.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,241000,241790.0,-13.47,149.0,199360.38,3.0912156862745097,3.6222222222222222,208542.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,26166,16579.0,-36.64,180.0,15279.13,3.018,3.618333333333333,16579.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,86564,65511.0,-24.32,156.0,57800.64,2.997882352941176,3.5455555555555556,65511.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,135720,107428.0,-20.85,182.0,104637.13,2.968333333333333,3.3241666666666667,107428.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,678600,228967.0,-66.33,232.0,173836.49,3.213,3.796666666666667,228481.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,17640,7162.0,-59.4,179.0,8068.22,2.9396666666666667,3.583333333333333,7162.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,241601,317367.0,30.98,182.0,241014.25,3.1083333333333334,3.4391666666666665,316455.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,21878,57514.0,162.89,90.0,17294.37,2.8899999999999997,3.2891666666666666,57514.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,109392,125351.0,9.31,139.0,93239.44,2.997882352941176,3.5455555555555556,119571.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,15300,18933.0,23.75,180.0,12680.85,2.9396666666666667,3.583333333333333,18933.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,54940,85152.0,54.99,122.0,45652.19,2.9647712418300647,3.3494444444444444,85152.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,274700,326223.0,-12.94,157.0,250003.74,3.1579999999999995,3.7333333333333334,239166.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,17730,20479.0,15.5,178.0,13949.85,2.9396666666666667,3.583333333333333,20479.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,240689,225611.0,-7.58,182.0,194449.33,3.1083333333333334,3.4391666666666665,222440.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,18720,22606.0,20.76,179.0,14160.59,2.9396666666666667,3.583333333333333,22606.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,19997,29225.0,46.15,179.0,15154.35,2.9396666666666667,3.583333333333333,29225.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,270000,197865.0,-31.14,176.0,184621.16,3.1083333333333334,3.4391666666666665,185913.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,24599,30359.0,23.42,177.0,21539.95,2.9396666666666667,3.583333333333333,30359.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,33418,65914.0,97.24,193.0,27853.55,2.9647712418300647,3.3494444444444444,65914.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,148170,212313.0,43.29,138.0,132574.43,2.9647712418300647,3.3494444444444444,212313.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,740850,633306.0,-36.04,159.0,471243.72,3.1278823529411763,3.664444444444445,473821.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,60605,61677.0,-0.5,51.0,45711.12,2.997882352941176,3.5455555555555556,60302.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,17068,7659.0,-55.13,176.0,8472.47,2.9396666666666667,3.583333333333333,7659.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,97500,88374.0,-14.38,156.0,81215.83,3.018,3.618333333333333,83475.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,119977,249570.0,101.85,138.0,123980.09,2.9647712418300647,3.3494444444444444,242172.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,589908,489475.0,-30.2,153.0,416294.16,3.213,3.796666666666667,411741.0
Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,Design,30000,11340.0,-62.2,180.0,11796.27,3.018,3.618333333333333,11340.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,79218,56120.0,-53.59,130.0,39212.83,2.997882352941176,3.5455555555555556,36764.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,73554,182895.0,148.65,138.0,110812.28,2.9647712418300647,3.3494444444444444,182895.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,363605,357639.0,-27.31,155.0,290235.03,3.1579999999999995,3.7333333333333334,264311.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,17028,6529.0,-61.66,176.0,7755.06,2.9396666666666667,3.583333333333333,6529.0
