Tipo Proyecto,Categoria Proyecto,Fase del Proyecto,Presupuesto del Proyecto,Presupuesto Final Estimado,Desviación Presupuestaria,Duración Proyectada,Gasto a la Fecha Estimado,Probabilidad,Impacto,Cantidad Real Gastada
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,187765,141899.0,-31.58,152.0,124384.14,2.997882352941176,3.5455555555555556,128465.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,54701,145811.0,67.65,125.0,89624.52,3.018,3.618333333333333,91707.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,8740,18719.0,114.18,91.0,10385.77,2.8899999999999997,3.2891666666666666,18719.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,39330,73278.0,57.58,136.0,29713.83,3.018,3.618333333333333,61977.0
Mejoras en Sedes Arrendadas,Transformaciones internas,Scope,234660,227032.0,-3.25,132.0,195302.72,3.1083333333333334,3.4391666666666665,227032.0
Proyecto de Mejoramiento General (CIP),Transporte / movilidad,Scope,2918,20436.0,-90.27,92.0,1183.46,2.8899999999999997,3.2891666666666666,284.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,55627,72264.0,29.91,139.0,44106.35,2.9647712418300647,3.3494444444444444,72264.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,41805,78714.0,88.29,153.0,34901.37,2.997882352941176,3.5455555555555556,78714.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,2400,3740.0,55.83,121.0,9027.88,2.8899999999999997,3.2891666666666666,3740.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,10800,14959.0,38.51,177.0,11097.1,2.9396666666666667,3.583333333333333,14959.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,50630,79856.0,57.72,137.0,44414.53,2.9647712418300647,3.3494444444444444,79856.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,253151,496159.0,79.64,150.0,361736.38,3.0912156862745097,3.6222222222222222,454754.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,135084,235214.0,74.12,138.0,129663.02,2.968333333333333,3.3241666666666667,235214.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,376066,12391.0,-96.71,152.0,38841.38,3.1083333333333334,3.4391666666666665,12391.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,136780,127665.0,-6.66,138.0,114159.87,2.9647712418300647,3.3494444444444444,127665.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,683900,424448.0,-47.5,154.0,353686.76,3.213,3.796666666666667,359025.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,19800,46153.0,133.1,122.0,16469.96,2.9125490196078427,3.326111111111111,46153.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Scope,14475,14475.0,0.0,92.0,10992.81,2.8899999999999997,3.2891666666666666,14475.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Scope,201,201.0,0.0,92.0,8925.96,2.8899999999999997,3.2891666666666666,201.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,487192,556614.0,-1.43,154.0,416890.86,3.213,3.796666666666667,480244.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,32983,65826.0,67.4,159.0,29123.45,3.018,3.618333333333333,55213.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,76748,104339.0,20.39,120.0,68333.47,3.018,3.618333333333333,92400.0
Mejoras Asociadas a Programas Académicos (RESOA),Transporte / movilidad,Design,49697,62378.0,-17.81,124.0,40405.9,3.018,3.618333333333333,40845.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,60570,78676.0,27.39,139.0,47732.87,3.018,3.618333333333333,77158.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,45500,67886.0,47.09,137.0,37885.72,2.9647712418300647,3.3494444444444444,66928.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,227500,194915.0,-14.32,154.0,184801.57,3.1579999999999995,3.7333333333333334,194915.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,72000,111817.0,55.3,82.0,68845.76,2.997882352941176,3.5455555555555556,111817.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,27000,27411.0,1.52,178.0,23380.34,3.018,3.618333333333333,27411.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,321800,407040.0,-11.77,159.0,322294.32,3.0912156862745097,3.6222222222222222,283924.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,52876,103998.0,96.68,138.0,58199.39,2.9647712418300647,3.3494444444444444,103998.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,261507,418845.0,56.46,152.0,322919.06,3.1579999999999995,3.7333333333333334,409146.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,3616,9403.0,160.04,122.0,9809.27,2.8899999999999997,3.2891666666666666,9403.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,16272,37612.0,131.15,178.0,15833.87,2.945660130718954,3.522222222222222,37612.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,97441,105724.0,8.17,138.0,86612.57,2.968333333333333,3.3241666666666667,105398.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,487200,479613.0,-14.31,124.0,407557.54,3.1278823529411763,3.664444444444445,417498.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,56238,81492.0,44.91,139.0,44867.62,2.968333333333333,3.3241666666666667,81492.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,279049,221355.0,-23.0,159.0,204942.98,3.1579999999999995,3.7333333333333334,214866.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,46084,60855.0,32.05,127.0,37636.03,2.9647712418300647,3.3494444444444444,60855.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,220019,203306.0,-9.68,170.0,185386.01,3.0912156862745097,3.6222222222222222,198725.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,79690,71062.0,-10.83,150.0,62029.55,2.968333333333333,3.3241666666666667,71062.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,398450,365819.0,-23.6,153.0,325846.96,3.1579999999999995,3.7333333333333334,304404.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,60000,64745.0,-2.27,141.0,45998.76,2.997882352941176,3.5455555555555556,58640.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,78905,178697.0,124.61,139.0,108605.77,2.9647712418300647,3.3494444444444444,177228.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,394527,300729.0,-26.1,159.0,270316.19,3.0912156862745097,3.6222222222222222,291538.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,27156,46122.0,69.84,93.0,25815.72,2.9647712418300647,3.3494444444444444,46122.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,108623,137328.0,-38.36,139.0,78824.2,2.997882352941176,3.5455555555555556,66959.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,98970,156174.0,57.8,179.0,95319.16,2.968333333333333,3.3241666666666667,156174.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,494851,332473.0,-32.81,179.0,281464.85,3.213,3.796666666666667,332473.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,69332,71806.0,3.57,153.0,57971.67,2.968333333333333,3.3241666666666667,71806.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,338529,342679.0,-16.86,234.0,295340.55,3.1579999999999995,3.7333333333333334,281467.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,54983,87100.0,58.41,120.0,45187.66,2.968333333333333,3.3241666666666667,87100.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,269594,429530.0,21.6,185.0,319040.79,3.1579999999999995,3.7333333333333334,327819.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,14019,69033.0,133.16,139.0,15595.04,2.9125490196078427,3.326111111111111,32687.0
Mejoras en Sedes Arrendadas,Otro,Scope,88660,147222.0,66.05,56.0,93696.81,2.968333333333333,3.3241666666666667,147222.0
Mejoras en Sedes Arrendadas,Otro,Design,398970,602770.0,-54.15,170.0,275422.31,3.0912156862745097,3.6222222222222222,182922.0
Adecuaciones para Educación Inicial 3K,Otro,Scope,169100,239690.0,41.74,50.0,144628.1,2.968333333333333,3.3241666666666667,239690.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,18770,31485.0,67.74,85.0,14474.44,2.8899999999999997,3.2891666666666666,31485.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,93850,139005.0,14.53,159.0,93005.62,3.018,3.618333333333333,107485.0
Proyecto de Mejoramiento General (CIP),Otro,Design,61650,51130.0,-17.06,154.0,44956.38,3.018,3.618333333333333,51130.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,157000,171914.0,-0.91,146.0,132510.46,2.9647712418300647,3.3494444444444444,155579.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,785000,711386.0,-33.2,155.0,540842.71,3.213,3.796666666666667,524343.0
Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Scope,25127,82761.0,114.94,139.0,24135.6,2.9125490196078427,3.326111111111111,54009.0
Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Design,117260,55516.0,-93.84,153.0,6882.65,3.018,3.618333333333333,7227.0
Proyecto de Mejoramiento General (CIP),Transformaciones internas,Scope,35940,4997.0,-86.1,273.0,5739.74,2.968333333333333,3.3241666666666667,4997.0
Proyecto de Mejoramiento General (CIP),Transformaciones internas,Design,161730,179562.0,-14.23,122.0,134199.1,3.018,3.618333333333333,138716.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,104850,152690.0,27.94,183.0,96295.08,2.997882352941176,3.5455555555555556,134142.0
Proyecto de Mejoramiento General (CIP),Otro,Design,146797,91199.0,-37.87,137.0,79588.73,2.997882352941176,3.5455555555555556,91199.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,17500,18548.0,5.99,120.0,12984.21,2.8899999999999997,3.2891666666666666,18548.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,78750,63027.0,-38.52,183.0,46567.97,3.018,3.618333333333333,48416.0
Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,Scope,111193,111193.0,-76.27,86.0,33427.24,2.9647712418300647,3.3494444444444444,26388.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,149285,257692.0,65.52,136.0,135188.23,2.968333333333333,3.3241666666666667,247091.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,742837,754202.0,-11.7,153.0,587982.66,3.213,3.796666666666667,655943.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,16116,3304.0,-79.5,177.0,3212.59,2.9396666666666667,3.583333333333333,3304.0
Proyecto de Mejoramiento General (CIP),Otro,Design,55890,225092.0,82.69,142.0,111455.96,3.018,3.618333333333333,102104.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,74118,67193.0,-17.46,153.0,56296.59,2.997882352941176,3.5455555555555556,61178.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,644000,596875.0,-21.2,186.0,489142.71,3.213,3.796666666666667,507467.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,48000,44856.0,-89.8,139.0,5221.0,2.997882352941176,3.5455555555555556,4895.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,17419,9065.0,-47.96,182.0,9373.05,2.9396666666666667,3.583333333333333,9065.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,109490,160705.0,32.41,180.0,99338.14,2.968333333333333,3.3241666666666667,144978.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,547449,496975.0,-10.37,241.0,440093.8,3.213,3.796666666666667,490697.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,64814,137996.0,104.82,137.0,91081.04,2.9647712418300647,3.3494444444444444,132754.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,314425,386503.0,-17.53,156.0,304826.18,3.1579999999999995,3.7333333333333334,259304.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,154256,149205.0,-3.27,154.0,127856.55,2.968333333333333,3.3241666666666667,149205.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,617025,584541.0,-7.2,154.0,468310.01,3.213,3.796666666666667,572580.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,19939,10936.0,-45.15,156.0,10341.63,2.9396666666666667,3.583333333333333,10936.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,152878,139829.0,-8.54,136.0,125645.11,2.9647712418300647,3.3494444444444444,139829.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,754443,659500.0,-23.64,154.0,558070.63,3.1278823529411763,3.664444444444445,576124.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,10256,7937.0,-22.61,156.0,8589.11,2.9396666666666667,3.583333333333333,7937.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,96428,148324.0,52.35,138.0,94941.97,2.9647712418300647,3.3494444444444444,146906.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,482141,457002.0,-28.44,155.0,377234.58,3.213,3.796666666666667,344999.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,54182,65570.0,21.02,135.0,42787.87,2.997882352941176,3.5455555555555556,65570.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,31548,70951.0,111.13,126.0,27067.2,2.968333333333333,3.3241666666666667,66606.0
Proyecto de Mejoramiento General (CIP),Otro,Design,157740,208701.0,-35.03,200.0,114358.75,2.997882352941176,3.5455555555555556,102488.0
Proyecto de Mejoramiento General (CIP),Otro,Design,115450,263701.0,103.13,83.0,122127.12,2.997882352941176,3.5455555555555556,234517.0
Proyecto de Mejoramiento General (CIP),Otro,"CM,F&E",161630,245287.0,46.4,269.0,140207.52,3.0388235294117645,3.503333333333334,236624.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,124001,208763.0,68.36,135.0,121070.71,2.9647712418300647,3.3494444444444444,208763.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,620000,408686.0,-36.04,154.0,371171.02,3.213,3.796666666666667,396556.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,16059,12196.0,-24.06,88.0,10121.23,2.8899999999999997,3.2891666666666666,12196.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,80295,48778.0,-39.25,153.0,44372.83,3.018,3.618333333333333,48778.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,5030,6265.0,24.55,232.0,9948.1,2.8899999999999997,3.2891666666666666,6265.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,22635,25126.0,11.01,155.0,15204.59,2.9396666666666667,3.583333333333333,25126.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,46664,44926.0,-3.72,153.0,37011.71,2.968333333333333,3.3241666666666667,44926.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,233321,159248.0,-62.59,156.0,89157.92,3.0912156862745097,3.6222222222222222,87274.0
Proyecto de Mejoramiento General (CIP),Otro,Design,232280,316811.0,22.56,72.0,239448.05,3.0912156862745097,3.6222222222222222,284671.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,156001,231097.0,48.13,136.0,137956.89,2.9647712418300647,3.3494444444444444,231091.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,780000,554099.0,-29.92,152.0,483002.6,3.213,3.796666666666667,546598.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,733051,698370.0,-32.8,139.0,500755.71,3.1278823529411763,3.664444444444445,492579.0
Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,Design,264016,335134.0,9.44,154.0,250010.31,3.0912156862745097,3.6222222222222222,288942.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,18230,14519.0,-20.36,177.0,12296.76,2.9396666666666667,3.583333333333333,14519.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,126420,155120.0,20.68,138.0,107970.85,2.968333333333333,3.3241666666666667,152567.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,632103,689931.0,3.89,174.0,519250.41,3.1278823529411763,3.664444444444445,656702.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,249042,285868.0,7.32,179.0,212905.2,3.1083333333333334,3.4391666666666665,267264.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,56463,138039.0,135.23,139.0,90553.67,2.9647712418300647,3.3494444444444444,132820.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,282314,322959.0,-18.45,154.0,250779.81,3.1579999999999995,3.7333333333333334,230235.0
Mejoras Asociadas a Programas Académicos (RESOA),Control climático,Design,22079,65637.0,171.24,153.0,17826.85,2.9396666666666667,3.583333333333333,59887.0
Mejoras Asociadas a Programas Académicos (RESOA),Control climático,"CM,F&E",22079,34285.0,52.55,269.0,16664.43,2.9633333333333334,3.5366666666666666,33681.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,45913,76561.0,39.06,153.0,37828.04,3.018,3.618333333333333,63845.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,52357,97205.0,85.66,94.0,46460.03,2.968333333333333,3.3241666666666667,97205.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,261784,282799.0,8.03,135.0,222241.45,3.0912156862745097,3.6222222222222222,282799.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,486988,337674.0,-30.66,155.0,286902.61,3.1278823529411763,3.664444444444445,337674.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,400526,350430.0,-12.51,154.0,343528.97,3.0912156862745097,3.6222222222222222,350430.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,208401,139787.0,-46.0,138.0,109577.94,3.1083333333333334,3.4391666666666665,112537.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,572361,436832.0,-27.78,159.0,410689.38,3.213,3.796666666666667,413369.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,117036,93397.0,-39.02,159.0,69258.17,2.997882352941176,3.5455555555555556,71370.0
