Distrito Geografico,ID Edificio,Nombre Escuela,Tipo de Proyecto,Descripción del Proyecto,Fase del Proyecto,Estado del Proyecto,Fecha de Inicio,Fecha de Fin Proyectada,Fecha de Fin Real,Presupuesto del Proyecto,Presupuesto Final Estimado,Cantidad Real Gastada
21,K101,P.S. 101 - BROOKLYN,SCA CIP RESOA,RESO A IPDVS SYSTEM,Design,Complete,5/16/2023,11/13/2023,10/18/2023,14657,3638.0,3638.0
21,K121,P.S. 121 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,7/20/2022,11/18/2022,8/4/2022,4260,1263.0,1263.0
21,K121,P.S. 121 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,8/4/2022,2/2/2023,1/11/2023,19170,5052.0,5052.0
21,K128,P.S. 128 - BROOKLYN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Scope,Complete,4/8/2022,10/4/2022,8/25/2022,11980,31424.0,31424.0
21,K128,P.S. 128 - BROOKLYN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Design,Complete,8/26/2022,2/27/2023,2/23/2023,59900,125691.0,125691.0
21,K128,P.S. 128 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Scope,Complete,5/26/2022,9/27/2022,2/22/2023,44224,35644.0,35644.0
21,K128,P.S. 128 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Design,Complete,3/3/2023,8/3/2023,5/11/2023,221120,125181.0,111956.0
21,K153,P.S. 153 - BROOKLYN,SCA CIP,COVID VENTILATION / COVID FIRE ALARM SYSTEM REPLACEMENT / COVID ELECTRICAL UPGRADE,Scope,Complete,1/26/2021,5/26/2021,1/5/2022,69210,63370.0,63370.0
21,K153,P.S. 153 - BROOKLYN,SCA CIP,COVID VENTILATION / COVID FIRE ALARM SYSTEM REPLACEMENT / COVID ELECTRICAL UPGRADE,Design,Complete,1/6/2022,7/11/2022,4/4/2023,346050,323682.0,253530.0
21,K177,P.S. 177 - BROOKLYN,SCA CIP,COVID VENTILATION,Scope,Complete,1/18/2021,5/18/2021,5/12/2021,38000,54826.0,54826.0
21,K177,P.S. 177 - BROOKLYN,SCA CIP,COVID VENTILATION,Design,Complete,5/18/2021,10/19/2021,10/7/2021,190000,104229.0,94101.0
21,K188,P.S. 188 - BROOKLYN,SCA CIP,COVID VENTILATION,Scope,Complete,1/29/2021,5/28/2021,2/9/2022,48200,130163.0,130163.0
21,K188,P.S. 188 - BROOKLYN,SCA CIP,COVID VENTILATION,Design,Complete,2/9/2022,7/8/2022,9/7/2022,241000,241790.0,208542.0
21,K188,P.S. 188 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY / ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,2/14/2020,11/22/2022,10/27/2022,199005,237655.0,237655.0
21,K188,P.S. 188 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY / ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,11/2/2022,4/7/2023,3/10/2023,990021,1135584.0,715937.0
21,K188,P.S. 188 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4/19/2024,8/20/2024,4/25/2024,5815,4145.0,4145.0
21,K188,P.S. 188 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,4/25/2024,10/22/2024,8/22/2024,26166,16579.0,16579.0
21,K188,P.S. 188 - BROOKLYN,SCA CIP RESOA,FY21 RESO A AUDITORIUM UPGRADE,Design,Complete,10/26/2021,3/31/2022,7/13/2022,86564,65511.0,65511.0
21,K199,P.S. 199 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Scope,Complete,6/14/2023,12/13/2023,10/6/2023,135720,107428.0,107428.0
21,K199,P.S. 199 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Design,Complete,11/9/2023,6/28/2024,4/29/2024,678600,228967.0,228481.0
21,K199,P.S. 199 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,6/15/2023,10/17/2023,7/3/2023,3920,1790.0,1790.0
21,K199,P.S. 199 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,7/3/2023,12/29/2023,10/18/2023,17640,7162.0,7162.0
21,K209,P.S. 209 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,6/15/2021,12/14/2021,10/28/2021,241601,317367.0,316455.0
21,K209,P.S. 209 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,11/17/2021,6/30/2022,4/29/2022,1208001,552352.0,552352.0
21,K209,P.S. 209 - BROOKLYN,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,1/17/2023,4/17/2023,4/24/2023,21878,57514.0,57514.0
21,K209,P.S. 209 - BROOKLYN,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Design,Complete,4/25/2023,9/11/2023,10/31/2023,109392,125351.0,119571.0
21,K209,P.S. 209 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,12/13/2022,4/14/2023,1/6/2023,3400,4733.0,4733.0
21,K209,P.S. 209 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,1/6/2023,7/5/2023,4/4/2023,15300,18933.0,18933.0
21,K216,P.S. 216 - BROOKLYN,SCA CIP,COVID VENTILATION / COVID CLIMATE CONTROL / COVID FIRE ALARM SYSTEM,Scope,Complete,8/4/2020,12/4/2020,1/29/2021,54940,85152.0,85152.0
21,K216,P.S. 216 - BROOKLYN,SCA CIP,COVID VENTILATION / COVID CLIMATE CONTROL / COVID FIRE ALARM SYSTEM,Design,Complete,2/2/2021,7/9/2021,7/9/2021,274700,326223.0,239166.0
21,K226,P.S. 226 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,12/19/2022,4/20/2023,1/10/2023,3940,5119.0,5119.0
21,K226,P.S. 226 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,1/10/2023,7/7/2023,4/4/2023,17730,20479.0,20479.0
21,K228,I.S. 228 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,Scope,Complete,6/6/2023,12/5/2023,10/10/2023,240689,225611.0,222440.0
21,K228,I.S. 228 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,Design,Complete,10/31/2023,6/28/2024,4/18/2024,1195757,345413.0,345413.0
21,K228,I.S. 228 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,7/13/2021,11/10/2021,7/19/2021,4160,5651.0,5651.0
21,K228,I.S. 228 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,7/19/2021,1/14/2022,12/22/2021,18720,22606.0,22606.0
21,K228,I.S. 228 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,Complete,5/9/2022,2/2/2023,4/30/2024,241280,204322.0,181856.0
21,K228,I.S. 228 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",Complete,5/9/2022,2/2/2023,4/30/2024,236304,227718.0,152607.0
21,K238,P.S. 238 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2/2/2023,6/2/2023,2/3/2023,4444,7306.0,7306.0
21,K238,P.S. 238 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,2/3/2023,8/1/2023,5/3/2023,19997,29225.0,29225.0
21,K239,I.S. 239 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / FLOOD ELIMINATION,Scope,Complete,5/31/2022,11/23/2022,9/26/2022,270000,197865.0,185913.0
21,K239,I.S. 239 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / FLOOD ELIMINATION,Design,Complete,9/28/2022,6/12/2023,4/26/2023,1350000,386176.0,385788.0
21,K239,I.S. 239 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,1/18/2023,5/17/2023,1/24/2023,5467,7590.0,7590.0
21,K239,I.S. 239 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,1/24/2023,7/20/2023,5/3/2023,24599,30359.0,30359.0
21,K253,P.S. 253 - BROOKLYN,SCA Capacity,ADDITION,Scope,Complete,11/5/2019,3/6/2020,3/6/2020,1078540,768510.0,768510.0
21,K253,P.S. 253 - BROOKLYN,SCA Capacity,ADDITION,Design,Complete,3/9/2020,9/1/2020,5/11/2021,4853430,2852384.0,2463512.0
21,K253,P.S. 253 - BROOKLYN,SCA CIP,EXISTING BUILDING RENOVATION WORK,Scope,Complete,6/3/2021,12/13/2021,2/9/2022,33418,65914.0,65914.0
21,K253,P.S. 253 - BROOKLYN,SCA CIP,EXISTING BUILDING RENOVATION WORK,Design,Complete,2/15/2022,8/4/2022,3/26/2024,167092,184442.0,168699.0
21,K281,I.S. 281 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / WINDOWS / ROOFS,Scope,Complete,7/8/2022,11/23/2022,8/8/2023,148170,212313.0,212313.0
21,K281,I.S. 281 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / WINDOWS / ROOFS,Design,Complete,8/16/2023,1/22/2024,4/1/2024,740850,633306.0,473821.0
21,K281,I.S. 281 - BROOKLYN,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL AUDITORIUM UPGRADE / FY20 RESO A AUDITORIUM UPGRADE,Design,Complete,9/14/2021,11/4/2021,1/14/2022,60605,61677.0,60302.0
21,K288,P.S. 288 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3/1/2023,6/29/2023,3/8/2023,3793,1915.0,1915.0
21,K288,P.S. 288 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/8/2023,8/31/2023,4/26/2023,17068,7659.0,7659.0
21,K288,P.S. 288 - BROOKLYN,SCA CIP RESOA,FY22 RESO A AUDITORIUM UPGRADE,Design,Complete,10/11/2022,3/16/2023,3/21/2023,97500,88374.0,83475.0
21,K303,I.S. 303 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Scope,Complete,6/22/2022,11/7/2022,1/5/2023,119977,249570.0,242172.0
21,K303,I.S. 303 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Design,Complete,1/18/2023,6/20/2023,5/9/2023,589908,489475.0,411741.0
21,K303,R. CARSON SCL OF COASTAL ST-K,SCA CIP RESOA,FY24 RESO A IPDVS CAMERA INSTALLATION,Design,Complete,11/15/2023,5/13/2024,3/20/2024,30000,11340.0,11340.0
21,K303,R. CARSON SCL OF COASTAL ST-K,SCA CIP RESOA,RESO A ROOM CONVERSIONS/PARTITIONING / PATH OF TRAVEL RESO A ROOM CONVERSIONS/PARTITIONING,Design,Complete,10/19/2023,2/26/2024,9/20/2024,79218,56120.0,36764.0
21,K329,P.S. 329 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,7/7/2022,11/22/2022,6/29/2023,73554,182895.0,182895.0
21,K329,P.S. 329 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,7/24/2023,12/26/2023,12/18/2023,363605,357639.0,264311.0
21,K329,P.S. 329 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3/1/2023,6/29/2023,3/8/2023,3784,1633.0,1633.0
21,K329,P.S. 329 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/8/2023,8/31/2023,4/26/2023,17028,6529.0,6529.0
21,K329,P.S. 329 - BROOKLYN,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL GYMNASIUM UPGRADE / FY20 RESO A GYMNASIUM UPGRADE,Design,Complete,9/17/2021,11/8/2021,11/22/2021,62727,61457.0,61457.0
21,K329,P.S. 329 - BROOKLYN,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL GYMNASIUM UPGRADE / FY20 RESO A GYMNASIUM UPGRADE,Construction,Complete,8/26/2022,6/21/2023,6/21/2023,920004,512716.0,442357.0
21,K329,P.S. 329 - BROOKLYN,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL GYMNASIUM UPGRADE / FY20 RESO A GYMNASIUM UPGRADE,"CM,F&E",Complete,8/26/2022,6/21/2023,6/21/2023,62727,58557.0,57600.0
21,K358,JOHN DEWEY ANNEX - BROOKLYN,SCA Capacity,NEW SCHOOL,Scope,Complete,2/28/2022,7/18/2022,7/18/2022,1554220,1292430.0,1222007.0
21,K358,JOHN DEWEY ANNEX - BROOKLYN,SCA Capacity,NEW SCHOOL,Design,Complete,7/19/2022,3/3/2023,3/3/2023,6993990,4474860.0,4121562.0
21,K358,JOHN DEWEY ANNEX - BROOKLYN,SCA CIP,DEMOLITION,Scope,Complete,5/3/2022,5/3/2022,5/3/2022,21847,19313.0,19313.0
21,K358,JOHN DEWEY ANNEX - BROOKLYN,SCA CIP,DEMOLITION,Design,Complete,5/4/2022,8/12/2022,10/18/2022,109235,56691.0,56691.0
21,K370,K370 SPED - BROOKLYN,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,5/28/2019,8/26/2019,2/18/2020,10270,37651.0,37651.0
21,K370,K370 SPED - BROOKLYN,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,2/18/2020,8/18/2020,7/8/2022,51350,239766.0,102165.0
21,K370,K370 SPED - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Scope,Complete,7/7/2022,11/22/2022,3/14/2023,19702,56015.0,56015.0
21,K370,K370 SPED - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Design,Complete,3/23/2023,8/23/2023,10/18/2023,98512,133249.0,44141.0
21,K400,INTERNATIONAL HIGH SCHOOL - K,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,4/8/2021,8/6/2021,4/26/2021,5600,6499.0,6499.0
21,K400,INTERNATIONAL HIGH SCHOOL - K,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,4/26/2021,10/20/2021,9/29/2021,25200,25997.0,25997.0
21,K400,INTERNATIONAL HIGH SCHOOL - K,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,Complete,5/9/2022,2/2/2023,4/30/2024,324800,307728.0,259689.0
21,K400,INTERNATIONAL HIGH SCHOOL - K,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",Complete,5/9/2022,2/2/2023,4/30/2024,341579,322590.0,215488.0
21,K400,LEADERS HIGH SCHOOL - K,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE / FY21 RESO A LIBRARY UPGRADE,Design,Complete,2/11/2022,6/28/2022,5/9/2022,104081,112966.0,112966.0
21,K406,MIDWOOD HS - BROOKLYN,SCA CIP,IDA FLOOD ELIMINATION / IDA PAVED AREAS- BLACKTOP / IDA HEATING PLANT UPGRADE,Scope,Complete,4/6/2022,7/6/2022,4/21/2023,39483,81218.0,81218.0
21,K406,MIDWOOD HS - BROOKLYN,SCA CIP,IDA FLOOD ELIMINATION / IDA PAVED AREAS- BLACKTOP / IDA HEATING PLANT UPGRADE,Design,Complete,4/24/2023,9/25/2023,11/1/2023,193391,208442.0,165022.0
21,K410,ABRAHAM LINCOLN HS - BROOKLYN,SCA CIP,SWIMMING POOL / PATH OF TRAVEL SWIMMING POOL / VENTILATION,Scope,Complete,9/1/2023,3/13/2024,2/16/2024,162484,153330.0,153330.0
21,K410,ABRAHAM LINCOLN HS - BROOKLYN,SCA CIP,SWIMMING POOL / PATH OF TRAVEL SWIMMING POOL / VENTILATION,Design,Complete,2/28/2024,7/1/2024,5/1/2024,812422,441050.0,391368.0
21,K410,ABRAHAM LINCOLN HS - BROOKLYN,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL CAFETERIA UPGRADE / FY20 RESO A CAFETERIA UPGRADE,Design,Complete,11/17/2021,3/18/2022,10/12/2022,60716,96000.0,61785.0
21,K411,ABRAHAM LINCOLN HS - BROOKLYN,SCA CIP,ATHLETIC FIELD BLEACHERS C OF O,Scope,Complete,5/23/2023,9/22/2023,9/19/2023,11722,16643.0,16643.0
21,K411,ABRAHAM LINCOLN HS - BROOKLYN,SCA CIP,ATHLETIC FIELD BLEACHERS C OF O,Design,Complete,9/28/2023,4/5/2024,3/11/2024,52748,49376.0,8364.0
21,K525,EDWARD R. MURROW HS - K,SCA CIP,IDA FLOOD ELIMINATION / IDA GYM PARTITION REPLACEMENT,Scope,Complete,11/30/2021,4/4/2022,8/1/2022,20049,18708.0,18708.0
21,K525,EDWARD R. MURROW HS - K,SCA CIP,IDA FLOOD ELIMINATION / IDA GYM PARTITION REPLACEMENT,Design,Complete,8/10/2022,12/28/2022,2/8/2023,96465,62506.0,59144.0
21,K540,JOHN DEWEY HS - BROOKLYN,SCA CIP,ROOFS / WINDOWS / EXTERIOR MASONRY / PARAPETS / REPLACE UNDERGROUND COMBINATION FIRE/DOMESTIC WATER MAIN / PAVED AREAS- BLACKTOP,Scope,Complete,10/30/2018,3/4/2021,12/17/2020,416999,388107.0,385817.0
21,K540,JOHN DEWEY HS - BROOKLYN,SCA CIP,ROOFS / WINDOWS / EXTERIOR MASONRY / PARAPETS / REPLACE UNDERGROUND COMBINATION FIRE/DOMESTIC WATER MAIN / PAVED AREAS- BLACKTOP,Design,Complete,1/14/2021,9/14/2021,5/6/2021,2085001,884154.0,873792.0
21,K540,JOHN DEWEY HS - BROOKLYN,SCA CIP,ROOFS / WINDOWS / EXTERIOR MASONRY / PARAPETS / REPLACE UNDERGROUND COMBINATION FIRE/DOMESTIC WATER MAIN / PAVED AREAS- BLACKTOP,Construction,Complete,7/6/2021,7/4/2024,7/4/2024,46912500,43886353.0,40557786.0
21,K540,JOHN DEWEY HS - BROOKLYN,SCA CIP,ROOFS / WINDOWS / EXTERIOR MASONRY / PARAPETS / REPLACE UNDERGROUND COMBINATION FIRE/DOMESTIC WATER MAIN / PAVED AREAS- BLACKTOP,"CM,F&E",Complete,7/6/2021,7/4/2024,7/4/2024,2919000,1563297.0,1542847.0
21,K540,JOHN DEWEY HS - BROOKLYN,SCA CIP RESOA,FY19 RESO A AUDITORIUM UPGRADE,Design,Complete,3/27/2019,8/26/2019,5/15/2021,786600,873670.0,813811.0
21,K597,EDUCATIONAL CAMPUS @ 2202 60 STREET - BROOKLYN,SCA Lease Site Improvement,LEASE,Scope,Complete,7/1/2021,10/29/2021,11/1/2021,544440,413438.0,413438.0
21,K597,EDUCATIONAL CAMPUS @ 2202 60 STREET - BROOKLYN,SCA Lease Site Improvement,LEASE,Design,Complete,11/2/2021,4/15/2022,5/13/2022,2449980,771174.0,720912.0
21,K620,WILLIAM E. GRADY VOC HS - K,SCA CIP,ANSUL SYSTEM DUCTWORK,Scope,Complete,9/10/2018,1/10/2019,2/4/2020,22790,25549.0,25549.0
21,K620,WILLIAM E. GRADY VOC HS - K,SCA CIP,ANSUL SYSTEM DUCTWORK,Design,Complete,2/4/2020,6/24/2020,8/12/2022,113950,120218.0,118558.0
21,K722,K721 SPED - BROOKLYN,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS,Scope,Complete,10/24/2018,3/14/2019,10/22/2019,48970,118234.0,113384.0
21,K722,K721 SPED - BROOKLYN,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS,Design,Complete,10/22/2019,3/26/2020,5/17/2023,238879,385645.0,344893.0
21,K722,K721 SPED - BROOKLYN,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,11/1/2019,2/5/2020,3/31/2020,22680,40107.0,40107.0
21,K722,K721 SPED - BROOKLYN,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,Design,Complete,3/31/2020,9/30/2020,6/30/2020,113400,208080.0,208080.0
21,K722,K721 SPED - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2/17/2023,6/20/2023,3/2/2023,4044,1176.0,1176.0
21,K722,K721 SPED - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/2/2023,8/25/2023,5/3/2023,18196,4704.0,4704.0
21,K722,K721 SPED - BROOKLYN,SCA CIP RESOA,FY22 RESO A KITCHEN UPGRADE,Design,Complete,8/11/2022,1/17/2023,2/2/2023,150000,96752.0,85945.0
21,KBUH,CONEY ISLAND #1 HEAD START,SCA CIP,ACS EARLY LEARN LEASE IMPROVEMENT / PATH OF TRAVEL,Scope,Complete,3/2/2021,8/4/2022,11/2/2022,18945,11164.0,4388.0
21,KBUH,CONEY ISLAND #1 HEAD START,SCA CIP,ACS EARLY LEARN LEASE IMPROVEMENT / PATH OF TRAVEL,Design,Complete,11/2/2022,3/1/2023,4/26/2023,94132,76053.0,13991.0
22,K014,I.S. 14 - BROOKLYN,SCA CIP,PARAPETS / EXTERIOR MASONRY,Scope,Complete,7/6/2023,11/21/2023,2/23/2024,22437,57183.0,57183.0
22,K014,I.S. 14 - BROOKLYN,SCA CIP,PARAPETS / EXTERIOR MASONRY,Design,Complete,2/26/2024,7/26/2024,5/15/2024,112188,147503.0,11395.0
22,K052,P.S. 52 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY,Scope,Complete,7/24/2019,12/3/2019,1/10/2020,104430,136045.0,136045.0
22,K052,P.S. 52 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY,Design,Complete,1/15/2020,6/16/2020,6/26/2020,522150,537265.0,520608.0
22,K052,P.S. 52 - BROOKLYN,SCA CIP,REINFORCING SUPPORT ELEMENTS,Scope,Complete,3/3/2022,7/1/2022,7/15/2022,17405,35419.0,132.0
22,K052,P.S. 52 - BROOKLYN,SCA CIP,REINFORCING SUPPORT ELEMENTS,Design,Complete,7/15/2022,7/15/2022,7/15/2022,78324,37813.0,529.0
22,K078,I.S. 78 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION / FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,4/29/2022,9/29/2022,7/7/2022,131097,51786.0,51786.0
22,K078,I.S. 78 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION / FIRE ALARM SYSTEM REPLACEMENT,Design,Complete,7/11/2022,12/12/2022,11/17/2022,645809,293033.0,209995.0
22,K119,P.S. 119 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,6/14/2021,10/28/2021,11/8/2021,27291,63311.0,45060.0
22,K119,P.S. 119 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,11/10/2021,4/15/2022,4/27/2022,134863,105391.0,105391.0
22,K119,P.S. 119 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,Complete,2/13/2023,5/7/2024,11/2/2023,2896817,2747683.0,2713205.0
22,K119,P.S. 119 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",Complete,2/13/2023,5/7/2024,11/2/2023,202967,274781.0,274239.0
22,K119,P.S. 119 - BROOKLYN,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,Design,Complete,3/5/2024,7/19/2024,8/13/2024,44481,45420.0,27896.0
22,K119,P.S. 119 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,Complete,3/6/2024,6/5/2024,4/12/2024,1973,1973.0,1973.0
22,K119,P.S. 119 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,Complete,4/23/2024,8/26/2024,8/13/2024,7892,7892.0,7892.0
22,K139,P.S. 139 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Scope,Complete,5/15/2023,9/29/2023,9/26/2023,10606,18496.0,18412.0
22,K139,P.S. 139 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Design,Complete,10/5/2023,3/12/2024,3/19/2024,47728,37303.0,36714.0
22,K139,P.S. 139 - BROOKLYN,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Design,Complete,6/5/2023,10/19/2023,10/17/2023,48600,58018.0,48457.0
22,K152,P.S. 315 - BROOKLYN,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,10/20/2015,1/22/2016,12/21/2015,18645,31453.0,31453.0
22,K152,P.S. 315 - BROOKLYN,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,1/28/2016,7/29/2016,6/3/2016,74580,131792.0,123019.0
22,K152,P.S. 315 - BROOKLYN,SCA CIP,HVAC UPGRADE / BMS UPGRADE,Scope,Complete,11/10/2022,4/17/2023,11/15/2023,84809,103652.0,103652.0
22,K152,P.S. 315 - BROOKLYN,SCA CIP,HVAC UPGRADE / BMS UPGRADE,Design,Complete,11/28/2023,4/30/2024,8/26/2024,424041,331340.0,182954.0
22,K152,P.S. 315 - BROOKLYN,SCA CIP,ROOFS / EXTERIOR MASONRY / WINDOWS / PARAPETS / FLOOD ELIMINATION / PAVED AREA- CONCRETE,Scope,Complete,6/12/2023,12/11/2023,11/3/2023,369898,245642.0,244175.0
22,K152,P.S. 152 - BROOKLYN,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,Design,Complete,4/21/2023,9/7/2023,9/1/2023,33000,47090.0,42898.0
22,K193,P.S. 193 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM / PARAPETS / EXTERIOR MASONRY / ROOFS,Scope,Complete,3/26/2021,11/22/2022,7/19/2023,237237,395766.0,388860.0
22,K193,P.S. 193 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM / PARAPETS / EXTERIOR MASONRY / ROOFS,Design,Complete,8/21/2023,1/25/2024,4/4/2024,1167416,853563.0,355534.0
22,K194,P.S. 194 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Scope,Complete,2/26/2021,7/13/2021,11/29/2021,109900,96167.0,96167.0
22,K194,P.S. 194 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Design,Complete,11/29/2021,5/17/2022,2/8/2023,549500,370800.0,251508.0
22,K195,P.S. 195 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Scope,Complete,6/2/2021,10/18/2021,12/22/2021,19147,30026.0,30026.0
22,K195,P.S. 195 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Design,Complete,12/22/2021,5/25/2022,5/5/2022,95734,80669.0,78896.0
22,K197,P.S. 197 - BROOKLYN,SCA CIP,PERM FIX- REINFORCING SUPPORT ELEMENTS @ K197,Scope,Complete,11/28/2023,4/15/2024,2/8/2024,13400,20747.0,20747.0
22,K197,P.S. 197 - BROOKLYN,SCA CIP,PERM FIX- REINFORCING SUPPORT ELEMENTS @ K197,Design,Complete,2/12/2024,7/15/2024,5/14/2024,67000,59203.0,59203.0
